X_pc,Y_pc,vr,d_vr,FeH,d_FeH,flag,P_member
2427.979,-1145.744,999.0,999.0,-0.55,0.26,0,9.358325244805795e-143
2425.932,-486.259,999.0,999.0,0.1,0.3,0,3.250970739549859e-79
-4368.586,-659.833,999.0,999.0,-0.02,0.2,0,9.026257754992175e-248
2394.934,-1926.362,999.0,999.0,-0.37,0.25,0,2.6577275082007294e-266
4819.692,-658.329,999.0,999.0,-0.5,0.21,0,5.415853677891759e-283
95.368,3384.971,999.0,999.0,-0.5,0.22,0,0.0
-1.464,-2081.525,999.0,999.0,-1.05,0.27,0,1.8745172440706304e-249
3306.418,-2892.73,999.0,999.0,-0.43,0.22,0,0.0
-1315.877,-1317.928,999.0,999.0,-0.29,0.27,0,5.901820918408649e-115
959.817,4376.022,999.0,999.0,-0.32,0.27,0,0.0
-308.786,4355.155,999.0,999.0,-0.21,0.22,0,0.0
-1138.093,-2008.7,999.0,999.0,-0.69,0.23,0,3.4955112258147785e-240
2283.502,-4939.169,999.0,999.0,-0.59,0.29,0,0.0
2323.657,1510.285,999.0,999.0,0.34,0.25,0,4.576463024968863e-180
-4148.472,1457.527,999.0,999.0,0.29,0.23,0,0.0
-2391.394,-3924.088,999.0,999.0,-0.5,0.26,0,0.0
-461.486,439.888,-81.146,5.92,-0.66,0.27,0,3.402729626468553e-32
-1479.886,1407.4,999.0,999.0,-0.81,0.26,0,1.2993603882877676e-140
2582.663,-197.708,999.0,999.0,-0.73,0.25,0,6.316562905565658e-73
-1298.279,-70.792,57.673,4.03,-1.25,0.2,0,1.8913198738682162e-23
1742.795,-1130.251,999.0,999.0,-1.2,0.29,0,5.679742296104331e-103
-4264.818,-2830.574,999.0,999.0,-0.83,0.29,0,0.0
3462.068,2230.517,999.0,999.0,-0.5,0.27,0,0.0
821.329,-4218.458,999.0,999.0,-1.21,0.25,0,0.0
4742.417,-1689.901,999.0,999.0,-1.17,0.22,0,0.0
3420.205,1479.26,-5.261,2.92,-0.37,0.28,0,3.5579717901381344e-279
4661.139,-1046.812,999.0,999.0,-0.22,0.21,0,0.0
-2797.244,1096.836,999.0,999.0,-0.38,0.29,0,2.2080506379077726e-179
-237.582,4396.687,999.0,999.0,-0.45,0.28,0,0.0
-4871.562,-3083.064,999.0,999.0,-0.69,0.21,0,0.0
-1213.205,-1574.026,-27.028,4.31,-0.98,0.3,0,3.526791916892259e-198
-4828.273,4985.932,-34.984,2.95,-0.15,0.26,0,0.0
3732.805,896.652,999.0,999.0,-0.59,0.28,0,4.809592189709651e-202
2450.215,558.903,999.0,999.0,-1.19,0.27,0,1.1697735292096656e-83
1724.43,-469.352,999.0,999.0,-0.59,0.21,0,2.945581634193906e-45
3818.125,-4965.641,999.0,999.0,-0.35,0.28,0,0.0
4294.447,-2865.32,999.0,999.0,-0.73,0.28,0,0.0
586.0,209.183,999.0,999.0,-0.62,0.29,0,5.407742515201941e-05
-194.497,3403.639,999.0,999.0,-0.2,0.22,0,0.0
-3863.075,-945.168,999.0,999.0,-0.46,0.22,0,2.2829136221992725e-229
717.651,3512.649,999.0,999.0,-1.05,0.26,0,0.0
-2750.12,-4366.694,999.0,999.0,-0.56,0.26,0,0.0
4804.323,3258.619,999.0,999.0,-0.38,0.24,0,0.0
-1479.896,-4793.038,999.0,999.0,-1.3,0.26,0,0.0
1227.155,4194.322,999.0,999.0,-1.06,0.23,0,0.0
2726.663,-3922.569,999.0,999.0,-0.42,0.24,0,0.0
2001.99,-125.243,999.0,999.0,-0.47,0.23,0,1.5490943023979794e-42
-1612.209,2555.968,-63.362,6.03,0.01,0.29,0,0.0
1473.884,-1051.328,999.0,999.0,-0.81,0.22,0,3.1235590457428986e-83
-3465.261,-1585.573,999.0,999.0,-0.25,0.21,0,2.3003619889047732e-278
3779.913,4716.275,54.729,4.0,-0.69,0.23,0,0.0
2005.883,-2213.359,65.077,4.01,-0.29,0.2,0,0.0
876.671,460.199,999.0,999.0,-0.89,0.29,0,4.0554499880086167e-19
-3101.037,-2184.815,999.0,999.0,-0.14,0.24,0,0.0
1418.533,-3245.374,999.0,999.0,-1.01,0.22,0,0.0
2522.346,4972.294,999.0,999.0,-0.84,0.29,0,0.0
-1588.465,-4693.998,999.0,999.0,-1.16,0.24,0,0.0
1598.743,-2216.385,999.0,999.0,-0.71,0.24,0,1.4751584086027806e-301
386.052,-486.17,999.0,999.0,-0.5,0.21,0,5.449479847582164e-14
3192.164,-698.65,999.0,999.0,-0.6,0.21,0,3.065628257168385e-145
4335.854,-2202.337,999.0,999.0,-0.08,0.26,0,0.0
1748.714,-3504.612,999.0,999.0,-0.87,0.23,0,0.0
-1288.435,4446.023,999.0,999.0,-0.37,0.3,0,0.0
-41.369,2223.26,-50.084,5.18,-0.33,0.23,0,0.0
-2597.814,2410.883,999.0,999.0,-1.35,0.23,0,0.0
-2366.027,-91.12,999.0,999.0,-0.3,0.22,0,1.0092096861546032e-68
-942.377,3391.042,999.0,999.0,0.02,0.25,0,0.0
-3631.693,-1980.287,999.0,999.0,-0.82,0.27,0,0.0
-4405.188,-3245.058,999.0,999.0,-0.65,0.22,0,0.0
-2172.67,4479.086,999.0,999.0,-0.18,0.3,0,0.0
-1974.138,2825.53,999.0,999.0,-0.58,0.3,0,0.0
3674.763,-3499.964,999.0,999.0,-0.68,0.27,0,0.0
4795.603,2397.468,999.0,999.0,0.32,0.23,0,0.0
4783.912,-1179.44,999.0,999.0,-0.6,0.24,0,0.0
902.762,1656.196,999.0,999.0,-0.97,0.25,0,1.0947811955205887e-165
-2665.338,-1316.128,6.495,4.22,-0.79,0.24,0,3.6814616440515867e-203
-2857.27,3523.699,999.0,999.0,-0.79,0.24,0,0.0
3868.622,4479.934,54.277,5.11,-0.34,0.21,0,0.0
-3368.467,-4595.492,999.0,999.0,-1.23,0.28,0,0.0
-2672.709,250.958,999.0,999.0,-0.72,0.25,0,5.752430478182317e-91
-2757.564,-2332.086,999.0,999.0,-0.91,0.26,0,0.0
4966.025,-2420.466,999.0,999.0,-0.75,0.25,0,0.0
2234.445,3877.699,41.868,4.31,-1.09,0.2,0,0.0
53.757,4303.837,999.0,999.0,-0.5,0.3,0,0.0
4939.271,318.87,999.0,999.0,-1.05,0.25,0,3.952517938370542e-273
-2518.058,734.817,999.0,999.0,-0.45,0.24,0,8.078691807375402e-118
2010.964,-381.637,999.0,999.0,-0.29,0.22,0,1.741923655408669e-52
475.358,3970.165,999.0,999.0,-0.61,0.28,0,0.0
-327.038,-3715.17,-21.365,4.41,-0.83,0.25,0,0.0
-1173.419,-2395.214,999.0,999.0,-0.67,0.28,0,0.0
4724.164,4538.086,-54.136,5.42,-1.27,0.21,0,0.0
4222.316,-4657.903,-104.946,4.16,-0.37,0.29,0,0.0
-3261.248,-2347.176,999.0,999.0,-0.78,0.23,0,0.0
641.788,-194.682,999.0,999.0,-1.63,0.2,0,0.00010306448941290674
-4293.554,3147.44,999.0,999.0,-1.06,0.26,0,0.0
1519.371,4977.032,999.0,999.0,-1.44,0.23,0,0.0
4863.88,1451.033,999.0,999.0,-1.33,0.26,0,0.0
-3839.812,-1217.518,999.0,999.0,-0.42,0.29,0,2.744758918773784e-263
-964.113,-4106.277,999.0,999.0,-0.77,0.22,0,0.0
-4782.937,-3602.016,999.0,999.0,-0.5,0.23,0,0.0
3973.269,4860.025,999.0,999.0,-0.99,0.28,0,0.0
2527.345,-1105.388,999.0,999.0,-0.63,0.25,0,3.0488958118318277e-145
1650.983,64.163,999.0,999.0,-0.51,0.21,0,2.9299362439727126e-28
-294.209,1163.55,999.0,999.0,0.17,0.27,0,5.983298774281423e-84
-1350.67,4274.908,999.0,999.0,-0.22,0.29,0,0.0
-4588.966,2036.486,999.0,999.0,-0.65,0.25,0,0.0
1664.575,2996.022,999.0,999.0,-0.43,0.3,0,0.0
4422.964,-1263.371,999.0,999.0,-1.16,0.26,0,0.0
-1341.435,-4217.378,999.0,999.0,-0.42,0.22,0,0.0
3281.316,1607.784,999.0,999.0,-1.48,0.2,0,1.830906162301139e-255
1094.219,497.17,999.0,999.0,-0.0,0.22,0,1.7808693679793634e-25
-597.562,543.535,999.0,999.0,-0.06,0.25,0,8.05874298111447e-23
-379.462,4846.415,-9.834,3.87,-1.15,0.25,0,0.0
-1891.556,497.058,41.068,3.52,-0.66,0.23,0,9.973668514172836e-70
-4429.928,-2203.157,999.0,999.0,-0.84,0.28,0,0.0
2229.482,-4786.497,999.0,999.0,-0.48,0.29,0,0.0
-2259.714,-4896.724,999.0,999.0,-0.05,0.23,0,0.0
-1008.54,-2304.342,999.0,999.0,-0.75,0.23,0,1.4431595609205e-311
-4167.836,-4734.66,999.0,999.0,-0.93,0.29,0,0.0
-4718.218,2702.083,999.0,999.0,-0.3,0.26,0,0.0
3492.716,2434.961,999.0,999.0,0.23,0.3,0,0.0
-2491.85,260.533,999.0,999.0,-1.17,0.25,0,2.054296515019264e-80
-4016.799,-801.726,999.0,999.0,-1.3,0.24,0,5.196566866456769e-227
-492.335,3122.291,999.0,999.0,-0.96,0.27,0,0.0
306.575,-4290.764,15.513,3.42,-0.86,0.28,0,0.0
-914.711,-2121.634,999.0,999.0,-0.27,0.27,0,7.58630481100152e-264
4818.28,-2594.439,-69.199,4.26,-1.09,0.27,0,0.0
2088.48,2963.701,999.0,999.0,-0.68,0.29,0,0.0
-726.157,1164.439,999.0,999.0,-0.67,0.29,0,1.7793619991467786e-86
1908.239,-3064.069,-57.032,4.97,-0.75,0.26,0,0.0
2770.089,2169.887,10.712,4.91,-0.46,0.26,0,0.0
-4980.693,136.74,999.0,999.0,-0.07,0.24,0,1.0128964168330286e-293
-1743.881,-1768.264,999.0,999.0,-0.75,0.22,0,1.823691290547807e-205
1933.109,-4069.496,999.0,999.0,-0.94,0.23,0,0.0
-2448.148,54.846,999.0,999.0,-0.63,0.22,0,9.458950041622187e-74
3059.773,1981.023,16.738,4.3,-0.75,0.26,0,0.0
-1515.811,2672.014,999.0,999.0,-1.37,0.22,0,0.0
-1644.976,1376.222,999.0,999.0,-0.88,0.23,0,3.851800776012705e-142
-3160.726,2658.303,999.0,999.0,-1.0,0.29,0,0.0
2267.492,-298.756,999.0,999.0,-0.68,0.26,0,6.491775733186185e-60
295.112,-4104.387,999.0,999.0,-0.59,0.27,0,0.0
-4641.599,-1867.54,999.0,999.0,-0.18,0.28,0,0.0
4785.281,2010.362,999.0,999.0,-0.44,0.28,0,0.0
4514.565,3812.521,999.0,999.0,-0.89,0.29,0,0.0
-4678.495,-1547.414,999.0,999.0,-0.74,0.23,0,0.0
-894.473,-2305.664,999.0,999.0,-0.65,0.21,0,8.6171485545097e-311
2168.391,-4952.678,999.0,999.0,-0.62,0.26,0,0.0
2796.525,451.999,20.533,5.46,-0.42,0.26,0,9.90109848150503e-100
-1578.83,-940.332,999.0,999.0,-0.52,0.25,0,4.481760738825792e-78
1820.948,-1411.591,999.0,999.0,-1.14,0.22,0,1.6322978973755872e-144
-4715.151,-390.908,-84.263,4.2,-1.01,0.2,0,2.438093123316318e-281
-85.917,-660.873,-24.795,4.3,-0.87,0.25,0,3.5542495657243576e-38
-2802.083,-2046.093,81.403,4.01,-0.58,0.23,0,0.0
-1777.499,-2783.417,999.0,999.0,-0.57,0.27,0,0.0
-1162.041,453.553,999.0,999.0,-0.47,0.26,0,1.0223911101864296e-32
3237.656,-1472.362,999.0,999.0,-0.9,0.22,0,2.421274489679282e-248
1011.583,-1784.045,999.0,999.0,-0.15,0.23,0,1.7096190278025652e-190
-1935.954,882.938,999.0,999.0,-1.24,0.29,0,1.5914619723380466e-97
774.105,4544.29,17.228,4.59,-0.01,0.27,0,0.0
-4241.432,5.499,999.0,999.0,-1.19,0.23,0,1.9345173073873037e-214
4669.152,1481.461,999.0,999.0,-0.51,0.29,0,0.0
-4976.786,-2725.597,999.0,999.0,-1.31,0.27,0,0.0
3567.59,1855.268,999.0,999.0,-1.09,0.23,0,0.0
-4797.261,4954.746,999.0,999.0,-0.88,0.3,0,0.0
674.399,3774.529,999.0,999.0,-1.1,0.24,0,0.0
-2444.715,-4487.367,-8.492,5.04,-0.19,0.23,0,0.0
-2757.533,3740.944,999.0,999.0,-0.64,0.29,0,0.0
-563.814,-1573.934,34.202,4.04,-0.38,0.22,0,6.62476064179955e-178
339.828,1845.888,999.0,999.0,-0.18,0.22,0,1.6728265873326654e-201
-1789.29,-3980.26,999.0,999.0,-0.98,0.23,0,0.0
2496.344,-4994.555,999.0,999.0,-0.63,0.24,0,0.0
3513.254,3747.815,999.0,999.0,-1.14,0.22,0,0.0
-4227.517,4023.884,999.0,999.0,-0.82,0.28,0,0.0
-2480.604,2530.405,999.0,999.0,-0.28,0.29,0,0.0
-4116.945,4590.471,999.0,999.0,-0.02,0.26,0,0.0
-1152.906,2123.867,999.0,999.0,-1.16,0.23,0,1.7666054173983767e-279
-905.509,-3563.229,999.0,999.0,-0.42,0.25,0,0.0
-4365.172,4324.475,999.0,999.0,-0.81,0.29,0,0.0
4292.824,3691.927,60.342,5.46,-0.43,0.25,0,0.0
4960.921,-3783.971,999.0,999.0,-0.48,0.27,0,0.0
-1535.472,1472.271,9.786,2.84,-0.93,0.27,0,2.0627472169448705e-204
-3575.248,402.693,999.0,999.0,-1.18,0.29,0,1.9297418429056408e-163
2601.289,-3788.615,999.0,999.0,-0.75,0.21,0,0.0
-655.12,-1233.868,999.0,999.0,-1.48,0.26,0,4.689619643642144e-90
-2518.773,4020.188,-20.616,4.68,-1.04,0.21,0,0.0
3340.157,-4374.719,999.0,999.0,-0.36,0.22,0,0.0
-3625.164,-824.813,999.0,999.0,-0.41,0.29,0,1.7521474099235454e-195
-2293.95,-2151.581,999.0,999.0,-0.55,0.21,0,1.0613393350297e-311
1808.45,2401.01,999.0,999.0,-0.43,0.27,0,0.0
-4315.153,731.607,999.0,999.0,-0.17,0.25,0,1.2029063111989618e-258
-572.298,-1922.817,999.0,999.0,-1.09,0.21,0,5.258239392026856e-215
-3127.08,-4178.753,999.0,999.0,-0.33,0.27,0,0.0
32.941,-2198.8,-25.542,4.22,-0.22,0.27,0,0.0
-183.283,-3106.257,50.327,2.83,-0.47,0.29,0,0.0
-2539.399,-1253.201,999.0,999.0,-0.09,0.29,0,5.189623986401373e-162
-2779.807,-3690.068,999.0,999.0,-0.77,0.26,0,0.0
-3616.874,-3881.367,999.0,999.0,-0.73,0.23,0,0.0
3080.615,3228.121,999.0,999.0,-0.98,0.25,0,0.0
2466.436,-840.068,999.0,999.0,-0.62,0.26,0,4.603254797588883e-111
-1554.25,3884.448,999.0,999.0,0.31,0.28,0,0.0
-2840.614,3401.074,999.0,999.0,-1.5,0.3,0,0.0
-2864.862,1765.954,999.0,999.0,-1.15,0.2,0,1.2289144683093812e-281
-2030.27,1148.908,999.0,999.0,-0.64,0.27,0,1.9981424392603974e-130
-1414.702,678.719,999.0,999.0,-0.67,0.27,0,1.722823529480957e-55
-4182.641,4240.143,41.102,2.43,-0.05,0.27,0,0.0
1156.011,2177.662,999.0,999.0,-1.07,0.22,0,4.28278742608934e-285
4141.759,-3086.786,999.0,999.0,-0.78,0.28,0,0.0
-1872.176,-671.133,999.0,999.0,0.09,0.22,0,1.6565206801477499e-69
2431.269,-1354.325,999.0,999.0,-0.52,0.2,0,5.1681465617265536e-169
228.801,-2684.923,999.0,999.0,-0.81,0.26,0,0.0
4966.355,-4096.328,999.0,999.0,-0.73,0.3,0,0.0
2013.795,-1644.917,999.0,999.0,-0.13,0.23,0,6.6484537145398405e-192
-4984.912,4671.185,999.0,999.0,-0.95,0.29,0,0.0
4017.306,4992.628,999.0,999.0,-1.22,0.26,0,0.0
-3183.806,-3990.377,999.0,999.0,-0.33,0.25,0,0.0
-11.492,1567.212,999.0,999.0,-0.93,0.21,0,7.5213415071565335e-146
2607.977,1385.905,999.0,999.0,-0.72,0.27,0,7.389933643596146e-176
3536.158,-1852.452,999.0,999.0,-0.76,0.21,0,0.0
3992.759,3134.825,999.0,999.0,-0.78,0.27,0,0.0
-1912.327,730.206,999.0,999.0,-0.46,0.23,0,5.270270049692635e-84
3977.282,-679.575,999.0,999.0,-0.53,0.28,0,4.359929331397696e-204
3254.935,-2561.942,91.752,6.1,-1.01,0.2,0,0.0
356.673,1222.158,999.0,999.0,-0.89,0.22,0,1.2640960021676126e-89
-928.166,1687.143,78.496,4.75,-0.68,0.3,0,5.092101316626848e-183
2640.988,1340.06,999.0,999.0,-0.39,0.27,0,3.557270682802523e-171
1139.78,-626.075,-29.071,5.23,-0.81,0.24,0,2.0954867698864343e-50
4124.878,-4170.163,999.0,999.0,-0.26,0.22,0,0.0
3309.181,161.175,999.0,999.0,-1.03,0.27,0,5.801995067258175e-120
-3303.825,2364.519,8.638,7.57,-0.76,0.24,0,0.0
882.513,3522.865,999.0,999.0,-0.91,0.24,0,0.0
-782.015,1421.835,999.0,999.0,-0.35,0.21,0,1.2790430152125299e-126
-1331.27,-4504.045,999.0,999.0,-1.05,0.28,0,0.0
411.626,3787.966,999.0,999.0,-0.38,0.28,0,0.0
4803.802,2510.924,-23.401,5.15,-1.14,0.28,0,0.0
1928.25,-6.115,999.0,999.0,-1.27,0.29,0,1.1111599467596621e-38
-194.021,-3560.493,999.0,999.0,-0.5,0.29,0,0.0
3831.924,-2289.765,999.0,999.0,-1.21,0.27,0,0.0
-125.285,4692.768,999.0,999.0,-0.36,0.24,0,0.0
4491.683,4484.21,999.0,999.0,0.19,0.2,0,0.0
1604.444,3291.856,999.0,999.0,-0.97,0.25,0,0.0
3726.795,2531.598,999.0,999.0,-0.93,0.24,0,0.0
-356.23,621.305,999.0,999.0,0.11,0.29,0,2.3167586746812614e-25
2892.906,-342.997,999.0,999.0,-0.16,0.2,0,6.384833053591866e-97
-4804.855,2401.341,999.0,999.0,-0.54,0.2,0,0.0
-1729.679,1578.824,16.539,4.18,-0.63,0.24,0,2.9083597329321095e-221
2161.968,78.52,999.0,999.0,-0.59,0.26,0,9.604680738727777e-50
-3907.375,4074.091,999.0,999.0,-0.79,0.23,0,0.0
4957.859,1529.6,999.0,999.0,-1.98,0.29,0,0.0
87.108,-2311.4,999.0,999.0,-1.71,0.2,0,4.998811770804484e-308
2624.172,1589.829,999.0,999.0,-0.54,0.22,0,2.7879469959206517e-209
-502.58,-1791.002,999.0,999.0,-0.72,0.21,0,2.431762707924627e-186
1005.964,-3006.483,999.0,999.0,-0.26,0.28,0,0.0
3262.128,-3873.262,999.0,999.0,-0.63,0.25,0,0.0
4930.207,-2984.98,999.0,999.0,-0.57,0.29,0,0.0
2388.655,3426.314,999.0,999.0,-1.18,0.27,0,0.0
4813.583,-347.103,999.0,999.0,-0.17,0.26,0,4.549975179643251e-260
2928.601,930.544,999.0,999.0,-0.63,0.25,0,1.5751533597724532e-142
317.714,3097.678,-47.753,6.18,-0.72,0.24,0,0.0
-4130.121,-2692.548,999.0,999.0,-0.41,0.2,0,0.0
4606.342,-431.015,999.0,999.0,-0.12,0.2,0,7.869981779736401e-243
919.817,2350.318,999.0,999.0,-1.51,0.27,0,0.0
278.31,-2748.696,999.0,999.0,-0.21,0.28,0,0.0
-4432.078,-3259.426,999.0,999.0,-1.21,0.3,0,0.0
1772.207,3878.926,999.0,999.0,-0.47,0.29,0,0.0
-2670.735,742.886,999.0,999.0,-0.56,0.23,0,1.7609030599313328e-128
1620.486,-4925.922,999.0,999.0,-1.04,0.23,0,0.0
-1692.337,3088.729,999.0,999.0,-0.48,0.2,0,0.0
917.064,841.687,999.0,999.0,-0.48,0.26,0,1.015451337286233e-47
-4506.085,-335.642,999.0,999.0,-0.77,0.25,0,6.869583186579993e-244
4374.605,-2777.205,999.0,999.0,-0.09,0.28,0,0.0
-4986.523,3074.695,999.0,999.0,-0.37,0.22,0,0.0
-163.658,719.922,999.0,999.0,-0.29,0.29,0,1.1401772391713741e-32
-3729.955,-3191.544,-45.57,4.3,-1.37,0.27,0,0.0
-1143.652,-1308.938,999.0,999.0,-1.16,0.26,0,3.58952366403795e-109
4368.353,-2446.848,999.0,999.0,-0.41,0.26,0,0.0
-3545.371,-4681.322,21.506,3.94,-0.33,0.25,0,0.0
4826.481,-3526.54,999.0,999.0,-0.32,0.23,0,0.0
-2924.356,-2642.976,999.0,999.0,-0.42,0.3,0,0.0
1099.852,3793.143,999.0,999.0,-0.58,0.25,0,0.0
-1689.971,-3676.65,54.644,2.31,-0.8,0.26,0,0.0
-1439.98,3084.03,999.0,999.0,-0.86,0.25,0,0.0
4029.878,2958.833,999.0,999.0,-0.9,0.3,0,0.0
-2567.82,1535.136,999.0,999.0,-1.3,0.25,0,2.8095580815379246e-219
4741.684,4967.945,61.909,5.34,-0.59,0.26,0,0.0
2143.224,2048.888,999.0,999.0,-0.67,0.27,0,1.407540444343658e-278
1857.075,1230.096,999.0,999.0,-0.61,0.27,0,8.538136171497704e-118
1840.444,-3645.679,999.0,999.0,-0.6,0.23,0,0.0
1877.193,3587.58,999.0,999.0,-0.26,0.29,0,0.0
766.33,2501.431,999.0,999.0,-0.33,0.3,0,0.0
812.1,1399.369,999.0,999.0,-0.72,0.21,0,5.522085082630616e-119
-1261.892,-648.11,38.414,5.46,-1.26,0.27,0,6.066914500305992e-50
-2562.351,-3416.059,999.0,999.0,-0.72,0.26,0,0.0
4173.534,3759.874,-47.312,5.92,-0.62,0.26,0,0.0
-2885.862,-4589.945,999.0,999.0,-0.2,0.23,0,0.0
-2933.077,-4327.358,999.0,999.0,-0.47,0.24,0,0.0
1715.958,-1695.03,999.0,999.0,-0.4,0.23,0,6.720867693198424e-189
-214.149,3798.531,999.0,999.0,-1.22,0.28,0,0.0
-998.468,1571.3,999.0,999.0,-0.12,0.29,0,3.8365423777607786e-156
-2709.208,-2777.25,999.0,999.0,0.14,0.25,0,0.0
3414.668,4636.15,999.0,999.0,-0.31,0.22,0,0.0
-2201.048,4892.817,999.0,999.0,-0.98,0.28,0,0.0
4170.494,-4168.344,999.0,999.0,-0.47,0.21,0,0.0
1153.275,3004.562,999.0,999.0,-1.12,0.28,0,0.0
1950.374,114.264,999.0,999.0,-0.49,0.22,0,1.4363413151612779e-40
19.654,2939.84,999.0,999.0,-0.43,0.26,0,0.0
-4774.089,-4412.944,999.0,999.0,-0.43,0.28,0,0.0
-2518.903,3469.497,999.0,999.0,-0.8,0.3,0,0.0
125.592,-2889.994,-44.346,4.28,-0.32,0.29,0,0.0
4169.947,1656.159,999.0,999.0,-0.72,0.27,0,0.0
4748.193,-3808.812,56.914,4.15,-0.44,0.23,0,0.0
-3335.11,3838.135,-14.887,2.43,-0.74,0.28,0,0.0
2159.228,3548.626,999.0,999.0,-0.02,0.24,0,0.0
-864.02,3061.064,999.0,999.0,-0.38,0.26,0,0.0
-3907.95,240.148,999.0,999.0,-0.5,0.23,0,4.3211535764923483e-185
2495.47,2288.303,999.0,999.0,-0.68,0.25,0,0.0
-4834.277,1571.59,999.0,999.0,-0.83,0.21,0,0.0
-1674.25,-3433.809,999.0,999.0,-0.74,0.25,0,0.0
-3165.774,-897.655,-57.686,4.02,-0.8,0.24,0,8.623799602419269e-179
3682.018,3370.501,999.0,999.0,0.2,0.27,0,0.0
2200.567,3335.269,999.0,999.0,0.18,0.23,0,0.0
-4361.146,-2280.789,999.0,999.0,-0.81,0.2,0,0.0
-2813.014,2068.465,999.0,999.0,-0.43,0.21,0,0.0
4611.749,-3956.707,-39.541,4.47,-0.67,0.23,0,0.0
-1070.666,2811.33,999.0,999.0,-0.87,0.3,0,0.0
-4761.418,1147.587,999.0,999.0,-0.34,0.27,0,0.0
844.882,4381.469,999.0,999.0,-0.52,0.27,0,0.0
-2787.182,4655.036,999.0,999.0,-0.35,0.22,0,0.0
-3753.49,328.75,999.0,999.0,-0.5,0.21,0,1.095852647527863e-174
2439.088,-1168.392,999.0,999.0,-0.72,0.21,0,4.584983132232435e-146
4962.51,-1625.51,999.0,999.0,-0.07,0.28,0,0.0
3416.621,-2070.321,999.0,999.0,-0.44,0.29,0,0.0
3828.713,-2323.573,999.0,999.0,-0.37,0.25,0,0.0
-4663.58,-3079.92,999.0,999.0,-0.67,0.24,0,0.0
4484.277,-4007.936,999.0,999.0,-0.53,0.25,0,0.0
1918.708,-365.763,86.966,4.22,-0.33,0.2,0,1.2708983449993363e-49
4709.284,2549.07,999.0,999.0,-0.27,0.23,0,0.0
-4056.494,2031.261,999.0,999.0,-0.65,0.26,0,0.0
1525.915,679.48,999.0,999.0,-0.6,0.24,0,3.993979043186244e-49
615.178,4169.035,999.0,999.0,-0.21,0.28,0,0.0
-4629.562,-4620.141,999.0,999.0,-0.4,0.23,0,0.0
2372.948,169.67,999.0,999.0,0.48,0.24,0,2.1631700099078392e-61
4442.659,456.296,999.0,999.0,-0.22,0.27,0,4.057748972123697e-227
-4600.779,3057.629,999.0,999.0,-1.02,0.28,0,0.0
-2696.487,1932.292,999.0,999.0,-0.32,0.28,0,7.393866310240077e-302
4057.422,2356.554,999.0,999.0,0.31,0.28,0,0.0
-2277.311,-2928.054,999.0,999.0,-0.3,0.28,0,0.0
2937.864,-101.516,999.0,999.0,-1.05,0.21,0,8.402785251305292e-93
4728.517,51.858,-43.561,4.22,-0.03,0.25,0,6.309688881586539e-256
-4107.538,-400.106,999.0,999.0,-1.18,0.24,0,1.116403343373317e-206
-934.554,-2987.854,999.0,999.0,-1.08,0.22,0,0.0
-1631.352,1857.299,999.0,999.0,-0.69,0.24,0,1.5894636359447959e-229
624.211,-3751.641,999.0,999.0,-0.87,0.3,0,0.0
453.917,2477.906,57.756,3.79,-0.81,0.25,0,0.0
-3446.149,2262.462,15.098,5.13,-0.86,0.21,0,0.0
2934.754,-649.799,999.0,999.0,-1.33,0.25,0,4.58059500262728e-123
-2201.214,3872.616,999.0,999.0,-0.49,0.29,0,0.0
-109.702,-4507.57,12.549,4.29,-1.31,0.3,0,0.0
-3730.004,4875.064,999.0,999.0,-0.7,0.21,0,0.0
2261.259,-2535.139,999.0,999.0,-0.75,0.25,0,0.0
4008.485,2285.406,999.0,999.0,-0.46,0.28,0,0.0
1716.756,-2683.258,999.0,999.0,-0.32,0.26,0,0.0
294.803,-1976.111,-62.804,4.82,-0.86,0.26,0,4.011058503715538e-295
737.085,-2580.801,999.0,999.0,-0.55,0.25,0,0.0
3700.05,3170.489,999.0,999.0,-1.44,0.27,0,0.0
-4957.822,-1271.454,999.0,999.0,-1.02,0.25,0,0.0
-4759.992,-321.747,999.0,999.0,-1.01,0.24,0,1.2773196868915914e-270
-29.11,-67.832,999.0,999.0,-0.14,0.23,0,0.9988517306981385
-3063.457,3362.864,999.0,999.0,-0.81,0.27,0,0.0
-693.446,1418.068,999.0,999.0,-0.21,0.25,0,4.0977080615616973e-125
1186.54,3187.613,999.0,999.0,-0.1,0.25,0,0.0
4594.888,-32.054,999.0,999.0,-0.4,0.21,0,1.1116876728919193e-231
-996.945,2615.336,999.0,999.0,-0.37,0.22,0,0.0
-1266.643,-3508.141,999.0,999.0,-0.87,0.25,0,0.0
-157.855,-1558.241,999.0,999.0,-1.17,0.22,0,4.510351100059238e-140
-2782.578,-2024.844,999.0,999.0,-0.76,0.3,0,3.4767300542516e-310
-1218.917,720.503,999.0,999.0,-0.39,0.24,0,6.894684235369901e-51
-498.298,-204.163,-62.226,5.46,-1.12,0.2,0,3.843332615405437e-17
1752.517,2347.575,999.0,999.0,-0.84,0.22,0,0.0
-3619.863,-2301.354,999.0,999.0,-1.09,0.2,0,0.0
852.391,-1476.78,999.0,999.0,-0.37,0.29,0,3.3455080125337623e-130
167.255,-3634.23,999.0,999.0,-0.38,0.23,0,0.0
4611.774,-1827.107,999.0,999.0,-0.46,0.28,0,0.0
1409.173,1037.342,-17.973,4.82,-0.85,0.29,0,6.700733793413233e-103
